id,Name,Description,State,DefaultAction,Role,visible,is_keyboard_focusable,Control_Type,Top Position,Left Position,Length,Height,Area,has_children,has_invoke,has_selection,has_expand,has_selection_item,has_toggle,has_text,has_value,has_range_value,has_grid,has_grid_item,has_table,has_table_item,has_scroll_item,has_scroll,has_transform,has_transformV2,has_window,has_item_container,has_virtualized_item,IsMenu
10-500-73-592-95,Easy access,Create a way to access the selected location quickly and work with offline files.,1074790400,Open,56,TRUE,TRUE,SplitButton,81,508,92,22,2024,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-603-51-660-117,Properties,,0,,20,TRUE,FALSE,Group,59,611,57,66,3762,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10-660-51-725-73,Open,Open the selected file with the default program.,1,,20,TRUE,FALSE,Group,59,668,65,22,1430,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10-660-73-706-95,Edit,Edit the selected files.,1048577,Press,43,TRUE,TRUE,Button,81,668,46,22,1012,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-660-95-722-117,History,Show history for the selected item.,1048576,Press,43,TRUE,TRUE,Button,103,668,62,22,1364,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-736-51-807-73,Select all,Select all items in this view.,1048576,Press,43,TRUE,TRUE,Button,59,744,71,22,1562,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-736-73-822-95,Select none,Clear all your selections.,1048576,Press,43,TRUE,TRUE,Button,81,744,86,22,1892,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-736-95-840-117,Invert selection,Reverse the current selection.,1048576,Press,43,TRUE,TRUE,Button,103,744,104,22,2288,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-359-51-401-89,Delete,Move the selected items to the Recycle Bin or permanently delete them.,1048577,Press,62,TRUE,TRUE,SplitButton,59,367,42,38,1596,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-359-89-401-117,Delete,,1073741824,Open,56,TRUE,FALSE,SplitButton,97,367,42,28,1176,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-603-51-660-89,Properties,Show the properties for the selected item.,1048576,Press,62,TRUE,TRUE,SplitButton,59,611,57,38,2166,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-603-89-660-117,Properties,,1073741824,Open,56,TRUE,FALSE,SplitButton,97,611,57,28,1596,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-660-51-713-73,Open,,1048577,Press,62,TRUE,TRUE,SplitButton,59,668,53,22,1166,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-713-51-725-73,Open,,1073741825,Open,56,TRUE,FALSE,SplitButton,59,721,12,22,264,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9-4-49-226-138,Send,,0,,22,TRUE,FALSE,ToolBar,57,12,222,89,19758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9-228-49-416-138,Share with,,0,,22,TRUE,FALSE,ToolBar,57,236,188,89,16732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
9-418-49-482-138,,,0,,22,TRUE,FALSE,ToolBar,57,426,64,89,5696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10-6-51-48-117,Share,Choose an app to share the selected files.,1048577,Press,43,TRUE,TRUE,Button,59,14,42,66,2772,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-48-51-90-117,Email,Send the selected items in an email (files are sent as attachments and folders as links).,1048577,Press,43,TRUE,TRUE,Button,59,56,42,66,2772,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-90-51-132-117,Zip,Create a compressed (zipped) folder that contains the selected items.,1048577,Press,43,TRUE,TRUE,Button,59,98,42,66,2772,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-132-51-219-73,Burn to disc,Burn the selected items to a recordable disc.,1048577,Press,43,TRUE,TRUE,Button,59,140,87,22,1914,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-132-73-182-95,Print,Send the selected files to the printer.,1048577,Press,43,TRUE,TRUE,Button,81,140,50,22,1100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-132-95-175-117,Fax,Fax the selected items.,1048577,Press,43,TRUE,TRUE,Button,103,140,43,22,946,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-230-51-364-114,Give access to,Share the selected items with other people on the network.,0,,20,TRUE,FALSE,Group,59,238,134,63,8442,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
10-364-51-409-117,Remove access,Stop sharing the selected items.,1048576,Press,43,TRUE,TRUE,Button,59,372,45,66,2970,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10-420-51-475-117,Advanced security,Manually set up advanced sharing settings for the selected item.,1048576,Press,43,TRUE,TRUE,Button,59,428,55,66,3630,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-231-74-346-94,Give access to,,0,,33,TRUE,FALSE,List,82,239,115,20,2300,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
11-346-54-361-75,Row up,Scrolls the gallery up one row,1,Press,43,TRUE,FALSE,Button,62,354,15,21,315,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-346-75-361-94,Row down,Scrolls the gallery down one row,1,Press,43,TRUE,FALSE,Button,83,354,15,19,285,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11-346-94-361-114,Give access to,,1074790400,Open,56,TRUE,TRUE,SplitButton,102,354,15,20,300,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12-232-74-345-94,,,0,,10,TRUE,FALSE,Custom,82,240,113,20,2260,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
13-232-74-345-94,Specific people...,,3145728,Double click,34,TRUE,TRUE,ListItem,82,240,113,20,2260,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
0--8--8-1928-1048,tool-dataset,,1048576,,10,TRUE,TRUE,Window,0,0,1936,1056,2044416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1-0-23-1920-139,UIRibbonDockTop,,1048576,,10,TRUE,TRUE,Pane,31,8,1920,116,222720,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1-0-139-1920-181,,,1048832,,10,TRUE,TRUE,Pane,147,8,1920,42,80640,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1-0-181-1920-1040,tool-dataset,,1048576,,10,TRUE,TRUE,Pane,189,8,1920,859,1649280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1-16--5-1920-26,,Displays the name of the window and contains controls to manipulate it,1048576,,1,TRUE,TRUE,TitleBar,3,24,1904,31,59024,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-0-23-1920-139,Ribbon,,1048576,,10,TRUE,TRUE,Pane,31,8,1920,116,222720,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-0-142-81-174,,,1048576,,10,TRUE,TRUE,Pane,150,8,81,32,2592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-81-144-105-173,,,1048576,,10,TRUE,TRUE,Pane,152,89,24,29,696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-105-139-1674-178,,,1048576,,10,TRUE,TRUE,Pane,147,113,1569,39,61191,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-1678-158-1684-159,,,1048576,,10,TRUE,TRUE,Pane,166,1686,6,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-1684-140-1909-176,,,1048576,,10,TRUE,TRUE,Pane,148,1692,225,36,8100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-1913-158-1920-159,,,1048576,,10,TRUE,TRUE,Pane,166,1921,7,1,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-0-181-1920-1040,,,1048576,,10,TRUE,TRUE,Pane,189,8,1920,859,1649280,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-0-0-22-22,System,Contains commands to manipulate the window,1048576,,2,TRUE,TRUE,MenuBar,8,8,22,22,484,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2-1779-8-1826-22,Minimize,Moves the window out of the way,0,Press,43,TRUE,FALSE,Button,16,1787,47,14,658,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2-1826-8-1872-22,Restore,Puts a minimized or maximized window back to normal,0,Press,43,TRUE,FALSE,Button,16,1834,46,14,644,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2-1872-8-1928-22,Close,Closes the window,0,Press,43,TRUE,FALSE,Button,16,1880,56,14,784,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3-0-23-1920-139,Ribbon,,1048576,,10,TRUE,TRUE,Pane,31,8,1920,116,222720,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-4-144-81-174,Navigation buttons,,1048576,,22,TRUE,TRUE,ToolBar,152,12,77,30,2310,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-81-148-105-177,Up band toolbar,,1048576,,22,TRUE,TRUE,ToolBar,156,89,24,29,696,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-107-144-1672-174,,,1048640,,48,TRUE,TRUE,ProgressBar,152,115,1565,30,46950,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-1684-143-1909-175,SearchEditBox,,1048576,,42,TRUE,FALSE,Edit,151,1692,225,32,7200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-0-1017-1920-1040,Status bar,,64,,23,TRUE,FALSE,StatusBar,1025,8,1920,23,44160,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-0-181-156-1017,Control Host,,1048576,,10,TRUE,TRUE,Pane,189,8,156,836,130416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-160-181-1920-1017,Shell Folder View,,1048576,,10,TRUE,TRUE,Pane,189,168,1760,836,1471360,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3-0-0-22-22,System,,1074790400,Open,12,TRUE,TRUE,MenuItem,8,8,22,22,484,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4-0-23-1920-170,,,1048576,,10,TRUE,TRUE,Pane,31,8,1920,147,282240,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-4-144-34-174,Back to Git (Alt + Left Arrow),,0,Press,43,TRUE,FALSE,Button,152,12,30,30,900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4-34-144-64-174,Forward (Alt + Right Arrow),,1,Press,43,TRUE,FALSE,Button,152,42,30,30,900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4-64-144-79-174,Recent locations,,0,Press,43,TRUE,FALSE,Button,152,72,15,30,450,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4-81-148-105-172,"Up to ""Labelling Tool"" (Alt + Up Arrow)",,0,Press,43,TRUE,FALSE,Button,156,89,24,24,576,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4-107-144-1612-174,,,1048576,,10,TRUE,TRUE,Pane,152,115,1505,30,45150,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-1612-144-1672-174,Address band toolbar,,1048576,,22,TRUE,TRUE,ToolBar,152,1620,60,30,1800,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-7-1017-65-1040,Property Field,,64,,20,TRUE,FALSE,Group,1025,15,58,23,1334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
4-1872-1017-1916-1040,View Modes,,64,,20,TRUE,FALSE,Group,1025,1880,44,23,1012,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
